number,priority,short_description,severity,sys_created_on,incident_state,u_requested_by.location,u_requested_by.u_region,u_requested_by.u_country_details.name,u_requested_by.location.name,u_requested_by.city
INC4170778,2 - High,DIS - DXT - Plasma type update,3 - Low,3/20/2026 6:15,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170780,2 - High,DIS - DXT - Plasma type update/empty box,3 - Low,3/20/2026 6:16,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170787,2 - High,DIS - DXT - Arm/Machine Update,3 - Low,3/20/2026 6:23,Resolved,USA - WI - Milwaukee,AMERICAS,United States of America,USA - WI - Milwaukee,Milwaukee
INC4170788,2 - High,DIS - DXT - Plasma type update,3 - Low,3/20/2026 6:24,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170792,2 - High,DIS - DXT - Plasma type update ,3 - Low,3/20/2026 6:28,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170794,2 - High,DIS - DXT - Plasma type update,3 - Low,3/20/2026 6:30,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170797,2 - High,DIS - EOD - All donors not processed ,3 - Low,3/20/2026 6:32,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170798,2 - High,Network Node wBUSAGS01w002.onetakeda.com is Down,3 - Low,3/20/2026 6:33,New,,,,,
INC4170799,2 - High,DIS - EOD - Volumes update ,3 - Low,3/20/2026 6:34,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170807,2 - High,DIS - EOD - Plasma type update,3 - Low,3/20/2026 6:41,Resolved,USA - KS - Lenexa,AMERICAS,United States of America,USA - KS - Lenexa,Lenexa
INC4170813,2 - High,DIS - DXT - Arm/Machine Update,3 - Low,3/20/2026 6:48,Resolved,USA - IL - Addison,AMERICAS,United States of America,USA - IL - Addison,Addison
INC4170815,2 - High,DIS - DXT - Plasma type update,3 - Low,3/20/2026 6:50,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170816,2 - High,DIS - EOD - Plasma type update ,3 - Low,3/20/2026 6:51,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170818,2 - High,DIS - DXT - Plasma type update,3 - Low,3/20/2026 6:53,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170820,2 - High,DIS - DXT - Volumes update,3 - Low,3/20/2026 6:54,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170822,2 - High,DIS - EOD - Volumes update,3 - Low,3/20/2026 6:55,Resolved,USA - OK - Tulsa,AMERICAS,United States of America,USA - OK - Tulsa,Tulsa
INC4170834,2 - High,DIS - DXT - Plasma type update,3 - Low,3/20/2026 7:05,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170840,2 - High,DIS - DXT - Plasma type update,3 - Low,3/20/2026 7:08,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170842,2 - High,DIS - EOD - Plasma type update ,3 - Low,3/20/2026 7:09,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170843,2 - High,DIS - DXT - Volumes update ,3 - Low,3/20/2026 7:11,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170846,2 - High,DIS - DXT - Plasma type update,3 - Low,3/20/2026 7:12,Resolved,USA - MO - Springfield - Erie St,AMERICAS,United States of America,USA - MO - Springfield - Erie St,Springfield
INC4170848,2 - High,DIS - DXT - Plasma type update,3 - Low,3/20/2026 7:15,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170850,2 - High,DIS - DXT - Plasma type update,3 - Low,3/20/2026 7:18,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170851,2 - High,DIS - DXT - Plasma type update ,3 - Low,3/20/2026 7:19,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170857,2 - High,DIS - DXT - Plasma type update,3 - Low,3/20/2026 7:23,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170859,2 - High, DIS - DXT - Plasma type update,3 - Low,3/20/2026 7:26,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170869,2 - High,DIS - DXT - Plasma type update ,3 - Low,3/20/2026 7:40,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170873,2 - High,DIS - DXT - Plasma type update,3 - Low,3/20/2026 7:46,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170890,2 - High,DIS - DXT - Plasma type update,3 - Low,3/20/2026 8:05,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170891,2 - High,DIS - DXT - Plasma type update,3 - Low,3/20/2026 8:06,Resolved,USA - CO - Colorado Springs - Sou,AMERICAS,United States of America,USA - CO - Colorado Springs - Sou,Colorado Springs
INC4170896,2 - High,DIS - EOD - Plasma type update ,3 - Low,3/20/2026 8:10,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170902,2 - High,DIS - DXT - Volumes update,3 - Low,3/20/2026 8:17,Resolved,USA - AZ - Tucson,AMERICAS,United States of America,USA - AZ - Tucson,Tucson
INC4170905,2 - High,DIS - DXT - Plasma type update,3 - Low,3/20/2026 8:23,Resolved,USA - CA - Modesto,AMERICAS,United States of America,USA - CA - Modesto,Modesto
INC4170907,2 - High,DIS - DXT - Plasma type update,3 - Low,3/20/2026 8:24,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170919,2 - High,DIS - EOD - Arm/Machine Update ,3 - Low,3/20/2026 8:42,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170920,2 - High,DIS - DXT - Plasma type update ,3 - Low,3/20/2026 8:46,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170921,2 - High,DIS - DXT - Plasma type update,3 - Low,3/20/2026 8:47,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170939,2 - High,DIS - EOD - Plasma type update ,3 - Low,3/20/2026 9:18,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170950,2 - High,\GMSGQMI-CMO-LAMBDA-JOBS\030-LAKE-LAMBDA-CMO-SHIRE-ERP\\030-RUN-LAKE-LAMBDA-CMO-ERP-SHIRE-ERP has failed,3 - Low,3/20/2026 9:38,Resolved,,AMERICAS,United States of America,,
INC4170951,2 - High,\GMSGQEHS-RISK-LAMBDA-JOBS\030-LAKE-LAMBDA-RISK-CONTROL-PLAN\\030-RUN-LAKE-LAMBDA-GMSGQEHS-RISK-CONTROL-PLAN has failed,3 - Low,3/20/2026 9:39,Resolved,,AMERICAS,United States of America,,
INC4170952,2 - High,\GMSGQEHS-EVENTS-LAMBDA-JOBS\030-LAKE-LAMBDA-EVENT-OBSERVATION-TYPE\\030-RUN-LAKE-LAMBDA-GMSGQEHS-EVENT-OBSERVATION-TYPE has failed,3 - Low,3/20/2026 9:39,Resolved,,AMERICAS,United States of America,,
INC4170953,2 - High,\GMSGQEHS-MOC-LAMBDA-JOBS\030-LAKE-LAMBDA-MOC-CAPA\\030-RUN-LAKE-LAMBDA-GMSGQEHS-MOC-CAPA has failed,3 - Low,3/20/2026 9:39,Resolved,,AMERICAS,United States of America,,
INC4170955,2 - High,\GMSGQMI-CMO-LAMBDA-JOBS\030-LAKE-LAMBDA-CMO-SHIRE-STABILITY\\030-RUN-LAKE-LAMBDA-CMO-SHIRE-STABILITY has failed,3 - Low,3/20/2026 9:39,Resolved,,AMERICAS,United States of America,,
INC4170956,2 - High,\GMSGQMI-CMO-LAMBDA-JOBS\030-LAKE-LAMBDA-CMO-SHIRE-SAP\\030-RUN-LAKE-LAMBDA-CMO-SHIRE-SAP has failed,3 - Low,3/20/2026 9:39,Resolved,,AMERICAS,United States of America,,
INC4170957,2 - High,\GMSGQMI-CMO-LAMBDA-JOBS\030-LAKE-LAMBDA-CMO-TAKEDA-STABILITY\\030-RUN-LAKE-LAMBDA-CMO-TAKEDA-STABILITY has failed,3 - Low,3/20/2026 9:39,Resolved,,AMERICAS,United States of America,,
INC4170958,2 - High,\GMSGQMI-CMO-LAMBDA-JOBS\030-LAKE-LAMBDA-CMO-TAKEDA-SAP\\030-RUN-LAKE-LAMBDA-CMO-TAKEDA-SAP has failed,3 - Low,3/20/2026 9:39,Resolved,,AMERICAS,United States of America,,
INC4170961,2 - High,DIS - EOD - Plasma type update ,3 - Low,3/20/2026 9:43,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170963,2 - High,DIS - DXT - Plasma type update ,3 - Low,3/20/2026 9:45,Resolved,USA - CA - Victorville,AMERICAS,United States of America,USA - CA - Victorville,Victorville
INC4170965,2 - High,DIS - EOD - Plasma type update ,3 - Low,3/20/2026 9:50,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170969,2 - High,DIS - DXT - Plasma type update,3 - Low,3/20/2026 9:55,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170971,2 - High,DIS - EOD - Disapproved EDQ ,3 - Low,3/20/2026 10:05,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170977,2 - High,DIS - EOD - Plasma type update ,3 - Low,3/20/2026 10:14,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170982,2 - High,DIS - DXT - Reprocess unit,3 - Low,3/20/2026 10:19,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4170991,2 - High,QM-Tidal-US:\QM_US_APPROVED_LOT_SAP_TO_DIS_RT_DAILY\\QM_US_D_SAP_DIS_RT_DAILY has failed,3 - Low,3/20/2026 10:35,Resolved,,AMERICAS,United States of America,,
INC4170998,2 - High,\NEW-COPY-OF-CRMD-USBU-ADDRS-ALIGNMENT-QC-WKLY\01-VVA-TO-STG:ADDRESS-REPLICATION-JOB-EXEC\\010-mt_STG_TRUNC_DAILY_TABLE has failed,3 - Low,3/20/2026 10:42,Resolved,,AMERICAS,United States of America,,
INC4171000,2 - High,\NEW-COPY-OF-CRMLTM-GRANTS-AND-DONATIONS\CRMLTMA-BR:GRANTS-AND-DONATIONS\CRMLTMA-BR-GRANTS-AND-DONATIONS:INBOUND-STREAMS\02-PROCESS-BR-GD-ACTIVITY-BUDGET-INB-DA,3 - Low,3/20/2026 10:44,Resolved,,AMERICAS,United States of America,,
INC4171003,2 - High,\GMSGQMI-CMO\\040-BDM-WF-GMSGQMI-CMO-LAKE-TO-LAKE-TXN-CMO-STABILITY-CHANGE-LOG-GLBL has failed,3 - Low,3/20/2026 10:46,Resolved,,AMERICAS,United States of America,,
INC4171004,2 - High,\GMSGQMI-CMO\\040-BDM-WF-GMSGQMI-CMO-LAKE-TO-LAKE-TXN-CMO-PRIMR-CHANGE-LOG-GLBL has failed,3 - Low,3/20/2026 10:47,Resolved,,AMERICAS,United States of America,,
INC4171011,2 - High,\NEW-COPY-OF-CRMD-VVA-REP-LICENSE-REPORT\02-STG-VVA-LICENSE-REPORT\\010-tf_VVA_STG_VVA_REP_LICENSE_REPORT has failed,3 - Low,3/20/2026 10:52,Resolved,,AMERICAS,United States of America,,
INC4171034,2 - High,\GMSGQMI-CMO\\040-BDM-WF-GMSGQMI-CMO-LAKE-TO-LAKE-TXN-CMO-LIMS-CHANGE-LOG-GLBL has failed,3 - Low,3/20/2026 11:38,Resolved,,AMERICAS,United States of America,,
INC4171067,2 - High,\GMSGQMI-GLIMS-CONNECTION\\010-GMSGQMI-GLIMS-CONNECTION-TEST has failed,3 - Low,3/20/2026 12:34,Resolved,,AMERICAS,United States of America,,
INC4171072,2 - High,\NEW-COPY-OF-CRMD-USBU-ADDRS-ALIGNMENT-QC-WKLY\03-STG-VVA-ADDRESS_VOD__C-UPDATE\\040-ADDRESS_UPDATE has failed,3 - Low,3/20/2026 12:39,Resolved,,AMERICAS,United States of America,,
INC4171140,2 - High,\WORKDAY-TO-MDM\\005-DELETE-EXISTING-FILE-GS has failed,3 - Low,3/20/2026 14:00,Resolved,,AMERICAS,United States of America,,
INC4171155,2 - High,\GMSGQMI-CMO\\050-BDM-WF-GMSGQMI-CMO-LAKE-TO-LAKE-TXN-CMO-LIMS-DATA-GLBL has failed,3 - Low,3/20/2026 14:16,Resolved,,AMERICAS,United States of America,,
INC4171179,2 - High,\NEW-COPY-OF-HRIS3W:WORKDAY-TO-FIDELITY\\030-TDL_TED_FIDELITY_FILE_CHECK has failed,3 - Low,3/20/2026 14:41,Resolved,,AMERICAS,United States of America,,
INC4171240,2 - High,DIS - Deferral Issue,3 - Low,3/20/2026 15:47,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171289,2 - High,\CONCUR_PAY_TO_SAP_BPR_RSA\\01-PULL_PAY_FILE_FROM_CONCUR has failed,3 - Low,3/20/2026 17:00,Resolved,,AMERICAS,United States of America,,
INC4171290,2 - High,\GMSGQ-MAF-POOLMAP-STREAMING-CALLBACK-JOB\\010-SHOW-DATABRICKS-JOB-STATUS has failed,3 - Low,3/20/2026 17:00,In Progress,,AMERICAS,United States of America,,
INC4171291,2 - High,DIS - Unable to print label,3 - Low,3/20/2026 17:01,Resolved,USA - IA - Coralville,AMERICAS,United States of America,USA - IA - Coralville,Coralville
INC4171338,2 - High,\MDG_NON_FI_IDOC_POST_MDG_1909\\010-CALL_RBDAPP01_MDG_MDG_1909 has failed,3 - Low,3/20/2026 17:56,Resolved,,AMERICAS,United States of America,,
INC4171345,2 - High,DIS - Deferral Issue,3 - Low,3/20/2026 18:04,Resolved,USA - OK - Oklahoma City,AMERICAS,United States of America,USA - OK - Oklahoma City,Oklahoma City
INC4171359,2 - High,EDQ - Error  already initiated,3 - Low,3/20/2026 18:16,Resolved,USA - TX - Universal City,AMERICAS,United States of America,USA - TX - Universal City,Universal City
INC4171407,2 - High,DIS - EDQ Rereview,3 - Low,3/20/2026 19:08,Resolved,USA - GA - Warner Robins,AMERICAS,United States of America,USA - GA - Warner Robins,Warner Robins
INC4171428,2 - High,DIS - Conflict in donor information,3 - Low,3/20/2026 19:29,Resolved,USA - TX - Austin,AMERICAS,United States of America,USA - TX - Austin,Austin
INC4171441,2 - High,Hardware type Power Supply of hardware health monitoring on NBsILUSbnc02-AGG is Critical,3 - Low,3/20/2026 19:41,In Progress,,,,,
INC4171491,2 - High,DIS - Need to remove unit/s - Empty Lab box,3 - Low,3/20/2026 20:08,Resolved,USA - CA - Temecula,AMERICAS,United States of America,USA - CA - Temecula,Temecula
INC4171493,2 - High,DIS - Unit Processing,3 - Low,3/20/2026 20:12,Resolved,USA - NV - Henderson,AMERICAS,United States of America,USA - NV - Henderson,Henderson
INC4171510,2 - High,\NEW-COPY-OF-CRMD-VVA-ACCOUNT-MERGE\04-ACCOUNT-VEEVA-MERGE\\040-dst_STG_VVA_MERGE_ADDRESS_UPD has failed,3 - Low,3/20/2026 20:30,Resolved,,AMERICAS,United States of America,,
INC4171512,2 - High,<POLICY_OPEN_CRITICAL (takeda.saas.appdynamics.com|Node|5449403) - AppDynamics has detected a problem with Machine Instance  01049-DEFRATAGCMP001. ,3 - Low,3/20/2026 20:33,Resolved,,AMERICAS,United States of America,,
INC4171532,2 - High,DIS - DXT - Nomogram update,3 - Low,3/20/2026 20:46,Resolved,USA - WI - Green Bay - Isbell St,AMERICAS,United States of America,USA - WI - Green Bay - Isbell St,Green Bay
INC4171561,2 - High,\NEW-COPY-OF-CRMD-MULTICHANNEL_ACCNT_MERGE_ENC\01-VVA-TO-STG-MULTICHANNEL_DATA\\020-T_VVA_STG_ACCNT_VEEVA_REP has failed,3 - Low,3/20/2026 21:06,Resolved,,AMERICAS,United States of America,,
INC4171574,2 - High,DIS - DXT - Plasma type update,3 - Low,3/20/2026 21:16,Resolved,USA - UT - American Fork,AMERICAS,United States of America,USA - UT - American Fork,American Fork
INC4171576,2 - High,JDE-AWS-C3ME-3-64BIT Agent/Adapter disconnected in USA Tidal Production at 3/20/2026 11:48:09 AM EST,3 - Low,3/20/2026 21:18,Resolved,,AMERICAS,United States of America,,
INC4171578,2 - High,DIs - Nomogram update,3 - Low,3/20/2026 21:22,Resolved,USA - FL - Tallahassee,AMERICAS,United States of America,USA - FL - Tallahassee,Tallahassee
INC4171585,2 - High,JDE-AWS-C3ME-3-64BIT Agent/Adapter disconnected in USA Tidal Production at 3/20/2026 11:56:48 AM EST,3 - Low,3/20/2026 21:27,Resolved,,AMERICAS,United States of America,,
INC4171595,2 - High,\VEEVA_JAPAN\VEEVA_UPLOAD\MC_ACTIVITY_INTERFACE_MEDPEER_MMI_LOG_1_AM_JST\SFTP_MEDPEER_MMI_LOG_GS_IICS\\020-SFTP_GET_GS_TO_IICS_MMI2_CLICK_LOG_0100 has failed,3 - Low,3/20/2026 21:31,Resolved,,AMERICAS,United States of America,,
INC4171601,2 - High,JDE-AWS-C3ME-3-64BIT Agent/Adapter disconnected in USA Tidal Production at 3/20/2026 12:04:41 PM EST,3 - Low,3/20/2026 21:35,Resolved,,AMERICAS,United States of America,,
INC4171614,2 - High,DIS - Stuck ,3 - Low,3/20/2026 21:44,Resolved,USA - TX - Houston - North,AMERICAS,United States of America,USA - TX - Houston - North,Houston
INC4171626,2 - High,DIS - HAE - Plasma type update,3 - Low,3/20/2026 21:56,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171639,2 - High,DIS - HAE - Arm/Machine Update,3 - Low,3/20/2026 22:06,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171644,2 - High,DIS - DXT - Plasma type update,3 - Low,3/20/2026 22:09,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171646,2 - High,JDE-AWS-C3ME-3-64BIT Agent/Adapter disconnected in USA Tidal Production at 3/20/2026 12:40:51 PM EST,3 - Low,3/20/2026 22:11,Resolved,,AMERICAS,United States of America,,
INC4171651,2 - High,DIS - Arm update,3 - Low,3/20/2026 22:17,Resolved,USA - SC - Greenville,AMERICAS,United States of America,USA - SC - Greenville,Greenville
INC4171662,2 - High,\GMSGQMI-DISCOVERANT-EDB-LAMBDA-JOBS\020-CONTRACT-LAMBDA-EDB-PD-AG-LIMITS\\020-RUN-CONTRACT-CHECK-LAMBDA-GMSGQMI-EDB-PD-AG-LIMITS has failed,3 - Low,3/20/2026 22:31,Resolved,,AMERICAS,United States of America,,
INC4171673,2 - High,\GMSGQMI-DISCOVERANT-EDB\\010-IICS-TF-GMSGQMI-DISCOVERANT-EDB-PD-NON-LOOPING-SRC-TO-RAW has failed,3 - Low,3/20/2026 22:39,Resolved,,AMERICAS,United States of America,,
INC4171693,2 - High,Medical Module Issue,3 - Low,3/20/2026 23:06,Resolved,USA - TX - Kyle,AMERICAS,United States of America,USA - TX - Kyle,Kyle
INC4171710,2 - High,DIS - DXT - Plasma type update,3 - Low,3/20/2026 23:28,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171712,2 - High,DIS - DXT - Plasma type update,3 - Low,3/20/2026 23:29,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171714,2 - High,DIS - Unable to print label,3 - Low,3/20/2026 23:32,Resolved,USA - MO - Saint Peters,AMERICAS,United States of America,USA - MO - Saint Peters,St Peters
INC4171752,2 - High,\COM-CDP-CRM-LAKE-TO-LAKE-DELTA\\160-CDP_CRM-LAKE-TO-LAKE-SMILE_KOL_TACTIC_STAKEHOLDER_TPI has failed,3 - Low,3/21/2026 0:15,Resolved,,AMERICAS,United States of America,,
INC4171782,2 - High,DIS - Need to remove unit/s - Empty Lab box,3 - Low,3/21/2026 0:50,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171785,2 - High,DIS - DXT - Plasma type update,3 - Low,3/21/2026 0:52,Resolved,USA - UT - American Fork,AMERICAS,United States of America,USA - UT - American Fork,American Fork
INC4171794,2 - High,DIS - EDQ is down,3 - Low,3/21/2026 1:00,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171798,2 - High,DIS - SPE Issue,3 - Low,3/21/2026 1:05,Resolved,USA - GA - Columbus,AMERICAS,United States of America,USA - GA - Columbus,Columbus
INC4171800,2 - High,DIS - HAE - Arm Update,3 - Low,3/21/2026 1:06,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171802,2 - High,DIS - DXT - Nomogram update,3 - Low,3/21/2026 1:08,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171813,2 - High,DIS - DXT - Plasma Type update,3 - Low,3/21/2026 1:23,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171814,2 - High,Non Masterfile unit ,3 - Low,3/21/2026 1:23,Resolved,USA - TX - Tyler,AMERICAS,United States of America,USA - TX - Tyler,Tyler
INC4171817,2 - High,DPS - Payment IssueDPS - Payment Issue,3 - Low,3/21/2026 1:27,Resolved,USA - MI - Grand Rapids,AMERICAS,United States of America,USA - MI - Grand Rapids,Grand Rapids
INC4171821,2 - High,DIS - DXT - Arm/Machine Update,3 - Low,3/21/2026 1:32,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171843,2 - High,DIS - DXT - Plasma type update,3 - Low,3/21/2026 2:03,Resolved,USA - WI - Milwaukee,AMERICAS,United States of America,USA - WI - Milwaukee,Milwaukee
INC4171850,2 - High,\NEW-COPY-OF-HRIS1D:WORKDAY-TO-GERMANY-SAP-VISAS-W2\\006-TDL_TED_WKDY_SAP_VISAS has failed,3 - Low,3/21/2026 2:05,Resolved,,AMERICAS,United States of America,,
INC4171851,2 - High,\GMSGQMI-DISCOVERANT-EDB\\010-IICS-TF-GMSGQMI-DISCOVERANT-EDB-PD-AG-R-DATA-SRC-TO-RAW has failed,3 - Low,3/21/2026 2:05,Resolved,,AMERICAS,United States of America,,
INC4171852,2 - High,\GMSGQMI-DISCOVERANT-EDB\\010-IICS-TF-GMSGQMI-DISCOVERANT-EDB-PRD-AG-R-DATA-SRC-TO-RAW has failed,3 - Low,3/21/2026 2:05,Resolved,,AMERICAS,United States of America,,
INC4171853,2 - High,\GMSGQMI-DISCOVERANT-EDB\\010-IICS-TF-GMSGQMI-DISCOVERANT-EDB-PD-AG-D-DATA-SRC-TO-RAW has failed,3 - Low,3/21/2026 2:06,Resolved,,AMERICAS,United States of America,,
INC4171854,2 - High,DIS - HAE - Volumes update,3 - Low,3/21/2026 2:06,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171858,2 - High,DIS - DXT - Nomogram update,3 - Low,3/21/2026 2:09,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171863,2 - High,DIS - DXT - Plasma Type update,3 - Low,3/21/2026 2:15,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171864,2 - High,DIS - DXT - Plasma type update,3 - Low,3/21/2026 2:16,Resolved,USA - WI - Milwaukee,AMERICAS,United States of America,USA - WI - Milwaukee,Milwaukee
INC4171872,2 - High,DIS - DXT - Plasma type update,3 - Low,3/21/2026 2:30,Resolved,USA - CA - Bakersfield,AMERICAS,United States of America,USA - CA - Bakersfield,Bakersfield
INC4171873,2 - High,DIS - DXT - Plasma type update,3 - Low,3/21/2026 2:31,Resolved,USA - CO - Loveland,AMERICAS,United States of America,USA - CO - Loveland,Loveland
INC4171878,2 - High,DIS - Donor Screening issue,3 - Low,3/21/2026 2:33,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171884,2 - High,DIS - DXT - Plasma type update,3 - Low,3/21/2026 2:35,Resolved,USA - FL - Orlando - Gold,AMERICAS,United States of America,USA - FL - Orlando - Gold,Orlando
INC4171889,2 - High,DIS - DXT - Volumes update,3 - Low,3/21/2026 2:44,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171893,2 - High,DIS - HAE - Arm/Machine Update ,3 - Low,3/21/2026 2:48,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171896,2 - High,\NEW-COPY-OF-HRIS1D:WORKDAY-TO-GERMANY-SAP-VISAS-W2\10-PUSH-WKDY-SAP-VISAS-FILES-TO-GERMANY\\010-TDL_TED_WKDY_TO_GERMANY_SAP_VISAS has failed,3 - Low,3/21/2026 2:52,Resolved,,AMERICAS,United States of America,,
INC4171902,2 - High,DIS - DXT - Plasma type update,3 - Low,3/21/2026 3:08,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171907,2 - High,DIS - DXT - ARM Update,3 - Low,3/21/2026 3:12,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171909,2 - High,DIS - DXT - Plasma type update,3 - Low,3/21/2026 3:15,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171919,2 - High,DIS - DXT - Plasma type update,3 - Low,3/21/2026 3:27,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171920,2 - High,DIS - DXT - Plasma Type update,3 - Low,3/21/2026 3:31,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171931,2 - High,DIS - DXT - Plasma type update ,3 - Low,3/21/2026 3:46,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171933,2 - High,DIS - EOD - All donors not processed,3 - Low,3/21/2026 3:47,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171935,2 - High,DIS - DXT - Plasma type update,3 - Low,3/21/2026 3:47,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171936,2 - High,\NEW-COPY-OF-CRMM-VVA-AGGSPEND-OUTBOUND\04-GLOBALSCAPE-FILE-TRANSFER\\010-AGGSPEND-FILE-TRANSFER has failed,3 - Low,3/21/2026 3:48,Resolved,,AMERICAS,United States of America,,
INC4171946,2 - High,DIS - DXT - Plasma type update,3 - Low,3/21/2026 4:05,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171950,2 - High,DIS - DXT - Plasma Type update,3 - Low,3/21/2026 4:13,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171953,2 - High,DIS - HAE - Plasma Type update,3 - Low,3/21/2026 4:23,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
